iter	RMSE
321	6.930597169
322	6.923615821
323	6.916621314
324	6.910629054
325	6.896175498
326	6.883931569
327	6.875925897
328	6.871172444
329	6.863604882
330	6.851565913
331	6.842628061
332	6.840556698
333	6.837059014
334	6.833691544
335	6.828914174
336	6.826227472
337	6.815062221
338	6.805291794
339	6.797260684
340	6.786305209
341	6.783152184
342	6.775428253
343	6.768679476
344	6.758760064
345	6.753150406
346	6.744556145
347	6.736715753
348	6.730292724
349	6.727735206
350	6.723881703
351	6.718207952
352	6.71340908
353	6.709686896
354	6.705049536
355	6.700357901
356	6.692765079
357	6.685840023
358	6.677262
359	6.670571171
360	6.661105627
361	6.658479946
362	6.65374401
363	6.648374448
364	6.64391942
365	6.638561093
366	6.633777365
367	6.626728872
368	6.621116507
369	6.617895551
370	6.615194083
371	6.610096079
372	6.603046193
373	6.598960572
374	6.592490318
375	6.588115844
376	6.585129465
377	6.574343896
378	6.567560231
379	6.559978044
380	6.55044078
381	6.542479094
382	6.534607826
383	6.52912181
384	6.523581806
385	6.517572955
386	6.51491942
387	6.512056339
388	6.508778747
389	6.502855511
390	6.492946384
391	6.487866487
392	6.485596389
393	6.47754952
394	6.473127798
395	6.469455458
396	6.463577516
397	6.455208447
398	6.448948603
399	6.446555206
400	6.443475936
401	6.437058718
402	6.432992696
403	6.429966886
404	6.423838042
405	6.420032534
406	6.414054365
407	6.411436349
408	6.406757056
409	6.401394438
410	6.397047284
411	6.393546883
412	6.389382897
413	6.382039316
414	6.379124959
415	6.375442953
416	6.369256497
417	6.363442019
418	6.356732865
419	6.354305814
420	6.348914495
421	6.340809482
422	6.33516493
423	6.32998
424	6.328372751
425	6.323666816
426	6.318132373
427	6.313240258
428	6.304295237
429	6.294579979
430	6.28892618
431	6.28344446
432	6.278674825
433	6.272854177
434	6.268720328
435	6.264463967
436	6.256470697
437	6.246354132
438	6.240976873
439	6.239290675
440	6.236650247
441	6.233133202
442	6.231573848
443	6.227551715
444	6.224660197
445	6.22276476
446	6.219261199
447	6.214639428
448	6.210364092
449	6.208110321
450	6.202078387
451	6.19788638
452	6.191388341
453	6.189169321
454	6.183833915
455	6.182614094
456	6.175546766
457	6.16994265
458	6.165021983
459	6.159991277
460	6.157529635
461	6.154216419
462	6.151942102
463	6.147548376
464	6.13889997
465	6.134783851
466	6.133224563
467	6.131509404
468	6.127989214
469	6.125164622
470	6.116750008
471	6.111506259
472	6.109257742
473	6.103979487
474	6.100992076
475	6.09297536
476	6.089090708
477	6.086559324
478	6.0810842
479	6.072799247
480	6.070435985
481	6.064054475
482	6.061906146
483	6.051107487
484	6.049832009
485	6.043905594
486	6.040129455
487	6.038044806
488	6.035197394
489	6.033890013
490	6.025910652
491	6.021763284
492	6.019595041
493	6.017213921
494	6.012999389
495	6.00757676
496	6.001023536
497	5.99729241
498	5.992680299
499	5.987431549
500	5.985067073
501	5.981330469
502	5.979648651
503	5.976055727
504	5.973583726
505	5.968949393
506	5.965250023
507	5.960979973
508	5.958010965
509	5.953734289
510	5.948594116
511	5.945390057
512	5.940268358
513	5.935779616
514	5.93121703
515	5.927061668
516	5.925090011
517	5.919367186
518	5.915271226
519	5.910799806
520	5.907735953
521	5.904777935
522	5.902396405
523	5.900380359
524	5.897157127
525	5.895764735
526	5.891736066
527	5.888998227
528	5.884943744
529	5.881539427
530	5.872373463
531	5.869279512
532	5.865475264
533	5.862581322
534	5.860097885
535	5.856526681
536	5.854776839
537	5.852156227
538	5.850536353
539	5.847515811
540	5.843475231
541	5.842666905
542	5.839547153
543	5.835739636
544	5.833185753
545	5.829645746
546	5.828281378
547	5.826254786
548	5.822282174
549	5.819254736
550	5.818285752
551	5.815761165
552	5.812848532
553	5.808109584
554	5.804291065
555	5.800156752
556	5.796818221
557	5.795643801
558	5.793083325
559	5.789965202
560	5.788034569
561	5.783616815
562	5.780892277
563	5.776089402
564	5.77155527
565	5.768004379
566	5.766268794
567	5.762928556
568	5.75913374
569	5.754503893
570	5.750764543
571	5.747799921
572	5.743867685
573	5.738777408
574	5.736348428
575	5.733435817
576	5.731725818
577	5.729233533
578	5.726940189
579	5.723696898
580	5.721434406
581	5.717862679
582	5.716332286
583	5.713106658
584	5.708631706
585	5.704118588
586	5.701282331
587	5.700296685
588	5.695542552
589	5.691327548
590	5.687917867
591	5.686143236
592	5.683674634
593	5.680045682
594	5.679615466
595	5.67655533
596	5.674387015
597	5.671731847
598	5.667189523
599	5.664300952
600	5.660302221
601	5.656554168
602	5.654926863
603	5.649905262
604	5.646530158
605	5.643155093
606	5.64024592
607	5.636429989
608	5.632092471
609	5.628980901
610	5.627931466
611	5.62189485
612	5.618762881
613	5.617813273
614	5.615963755
615	5.613471789
616	5.611131778
617	5.610818819
618	5.608245953
619	5.604864913
620	5.601571493
621	5.600008637
622	5.596519951
623	5.594541305
624	5.59124663
625	5.590087817
626	5.588352481
627	5.584657301
628	5.582939887
629	5.580127276
630	5.577867755
631	5.576758044
632	5.575284522
633	5.571023759
634	5.568178533
635	5.566562715
636	5.564174454
637	5.560093521
638	5.558835607
639	5.555030061
640	5.550535103
641	5.548030071
642	5.54658625
643	5.543711041
644	5.540152217
645	5.538713688
646	5.536114057
647	5.533153585
648	5.528468425
649	5.527256705
650	5.523775013
651	5.521604635
652	5.518225377
653	5.51445024
654	5.513192659
655	5.511181705
656	5.509881145
657	5.507291696
658	5.504221187
659	5.50162629
660	5.499045968
661	5.496618183
662	5.492828581
663	5.490213527
664	5.486286118
665	5.482917723
666	5.480035506
667	5.478634941
668	5.476160946
669	5.474158269
670	5.471425311
671	5.46967722
672	5.468062285
673	5.465736411
674	5.463414521
675	5.459314438
676	5.455370046
677	5.453629731
678	5.450029537
679	5.449023186
680	5.445601092
681	5.443840226
682	5.441419757
683	5.439611334
684	5.436157377
685	5.433437188
686	5.430951606
687	5.428920931
688	5.42597664
689	5.423227512
690	5.421192682
691	5.418110855
692	5.415831522
693	5.412866141
694	5.411169655
695	5.410306289
696	5.407225627
697	5.404420341
698	5.402021674
699	5.399796719
700	5.398861779
701	5.397992168
702	5.393897174
703	5.390631705
704	5.386934557
705	5.383566574
706	5.380480144
707	5.377488893
708	5.373491135
709	5.372242279
710	5.370965466
711	5.368726819
712	5.366990266
713	5.364072241
714	5.360635324
715	5.357535703
716	5.357077747
717	5.354722859
718	5.352985547
719	5.350518567
720	5.34796918
721	5.346544391
722	5.345097032
723	5.343867616
724	5.339633686
725	5.337933141
726	5.33611039
727	5.333116853
728	5.331926915
729	5.329973216
730	5.328978236
731	5.328127213
732	5.32614943
733	5.322476172
734	5.320832988
735	5.31924483
736	5.317741681
737	5.316784177
738	5.314358467
739	5.312805949
740	5.310514191
741	5.30897202
742	5.307589857
743	5.306623047
744	5.303677613
745	5.302505775
746	5.300355494
747	5.298620503
748	5.296577258
749	5.295610817
750	5.294875405
751	5.293950756
752	5.291387697
753	5.289485356
754	5.288431082
755	5.286613112
756	5.284571685
757	5.282484096
758	5.281314749
759	5.279414855
760	5.277913825
761	5.276641442
762	5.275434803
763	5.274629766
764	5.272646268
765	5.270455622
766	5.269702641
767	5.269036034
768	5.266261289
769	5.264846768
770	5.263242616
771	5.261644838
772	5.260861767
773	5.258843369
774	5.257406038
775	5.255537908
776	5.254468207
777	5.251947349
778	5.249544539
779	5.247990946
780	5.247347891
781	5.245676364
782	5.243059317
783	5.239735737
784	5.236535563
785	5.23477036
786	5.233039179
787	5.229609745
788	5.225917258
789	5.223586968
790	5.220795977
791	5.219836882
792	5.217792396
793	5.215918589
794	5.213348342
795	5.211638204
796	5.209172164
797	5.206798153
798	5.205617237
799	5.203544754
800	5.201407923
801	5.199682601
802	5.198324293
803	5.197562477
804	5.195701515
805	5.194660149
806	5.193236017
807	5.191780122
808	5.190642693
809	5.189101954
810	5.186729225
811	5.186274374
812	5.185239032
813	5.182761073
814	5.180568748
815	5.178565924
816	5.177644745
817	5.176038947
818	5.174898736
819	5.173796414
820	5.17187019
821	5.171080912
822	5.170464263
823	5.169069419
824	5.166080184
825	5.164332681
826	5.162481552
827	5.160500632
828	5.15980011
829	5.159032777
830	5.157427057
831	5.155129963
832	5.153868042
833	5.152325224
834	5.149929657
835	5.147700525
836	5.146535007
837	5.145233866
838	5.143965871
839	5.141768317
840	5.140153205
841	5.139350795
842	5.138649594
843	5.135077202
844	5.133365307
845	5.131106586
846	5.130051159
847	5.128679043
848	5.12722426
849	5.124955278
850	5.123708239
851	5.122391589
852	5.120666886
853	5.118139898
854	5.117029817
855	5.114019868
856	5.112543808
857	5.111643274
858	5.10978133
859	5.107932078
860	5.107253239
861	5.104038418
862	5.101814686
863	5.099769822
864	5.097950035
865	5.097052697
866	5.094422814
867	5.092932487
868	5.090745789
869	5.089494252
870	5.088394754
871	5.087508798
872	5.086881044
873	5.085698531
874	5.084234924
875	5.083279604
876	5.081651812
877	5.079022707
878	5.077995028
879	5.075914406
880	5.072572625
881	5.071368095
882	5.069427447
883	5.068438337
884	5.067656562
885	5.064863781
886	5.061448615
887	5.060560298
888	5.059771462
889	5.057955731
890	5.055427736
891	5.054783831
892	5.053622672
893	5.052607539
894	5.05022961
895	5.048187472
896	5.047355607
897	5.045512429
898	5.043645185
899	5.041627803
900	5.038898228
901	5.03802341
902	5.037017323
903	5.035885004
904	5.03468329
905	5.03208242
906	5.029484982
907	5.028025811
908	5.0273302
909	5.026525758
910	5.025512242
911	5.023842267
912	5.02237099
913	5.02107989
914	5.018495896
915	5.017325868
916	5.01636595
917	5.01462159
918	5.013694624
919	5.012905771
920	5.011853522
921	5.009632537
922	5.008579333
923	5.006970088
924	5.00557483
925	5.003924902
926	5.003102988
927	5.002195643
928	5.000770561
929	4.999458203
930	4.997619727
931	4.996312737
932	4.994761615
933	4.993778118
934	4.993062457
935	4.991811228
936	4.990275784
937	4.988790618
938	4.987827436
939	4.98716909
940	4.986110066
941	4.98523331
942	4.984424097
943	4.983057833
944	4.98192024
945	4.9806868
946	4.979972466
947	4.979403926
948	4.978463759
949	4.976599149
950	4.974748346
951	4.974124127
952	4.972281577
953	4.970545859
954	4.967973551
955	4.967116843
956	4.964350883
957	4.963479543
958	4.962915485
959	4.961424387
960	4.960306621
961	4.958809205
962	4.95807063
963	4.956955716
964	4.956218489
965	4.954911007
966	4.954071736
967	4.952225405
968	4.951304997
969	4.950881262
970	4.950317
971	4.94890808
972	4.947815544
973	4.947256242
974	4.946613772
975	4.946067521
976	4.944877871
977	4.943472935
978	4.942281188
979	4.940159702
980	4.938756949
981	4.937102614
982	4.935727416
983	4.934516875
984	4.933861967
985	4.932745408
986	4.931272738
987	4.929258199
988	4.926595712
989	4.925680817
990	4.924521094
991	4.923108848
992	4.921884734
993	4.919611793
994	4.919076788
995	4.91770078
996	4.917090578
997	4.916168115
998	4.915120755
999	4.914451831
